GEOID,year,voteshare,CnP_distance_miles,CnP_distance_log,M1_distance_miles,WHITE,INCOME10K,POPULATION100K,BA,M1_distance_log,proximity
47089,2024,17.443346891342244,31.312676972447527,3.4440230306438036,5.5242862652701765,91.7184561654876,6.0785,0.57838,12.078452254171104,1.7091540563024763,18.687323027552473
47093,2024,39.44578660801212,35.89863705770389,3.58069932980708,11.67506535353459,81.21998108333794,7.0013,5.00669,23.15050191564906,2.4574554012724494,14.101362942296113
47105,2024,22.960643199132765,45.898543797886724,3.826433391026997,23.704075926462348,88.43427608955014,7.9683,0.60591,17.022384174908904,3.1656470133737256,4.101456202113276
47111,2024,12.358463176231492,46.808433006666476,3.8460633791410297,41.17234475507202,90.33458690342341,5.6817,0.26793,7.145442324595419,3.717766787161559,3.191566993333524
47123,2024,16.162702145768936,43.516820928896585,3.773147551370705,31.90129942378731,89.0062481404344,5.6047,0.48594,9.757861466759522,3.462646743249184,6.4831790711034145
47155,2024,18.926540823288608,12.650778109406426,2.5377187239068424,24.057622075538205,87.73202971599765,5.953,0.99415,13.6747542997543,3.1804518725590696,37.349221890593576
48043,2024,37.21057230231542,35.19483995803548,3.5608994797571145,147.19323352597743,75.42265426880812,5.2388,0.09513,25.341155464864173,4.991746237344045,14.80516004196452
48109,2024,34.05889884763124,47.760870153431746,3.866206688211337,60.902019075238414,46.217331499312245,5.216,0.02196,14.502923976608187,4.109266328111073,2.239129846568254
48109,2024,34.05889884763124,39.437564061392024,3.6747187646777233,60.902019075238414,46.217331499312245,5.216,0.02196,14.502923976608187,4.109266328111073,2.239129846568254
48229,2024,16.329479768786126,43.50838529489815,3.7729536849177334,10.056863188820365,36.5956169318523,3.9582,0.03451,8.67178924259056,2.3082553057922426,6.491614705101853
49017,2024,19.245819992885092,44.366855572566315,3.7924926945578434,119.2088028634888,94.70019342359768,6.6786,0.05314,20.795258088416894,4.78087660143042,5.633144427433685
49017,2024,19.245819992885092,26.42338470298862,3.274249402281069,119.2088028634888,94.70019342359768,6.6786,0.05314,20.795258088416894,4.78087660143042,5.633144427433685
49019,2024,53.35849056603773,17.89682456013751,2.8846232982346685,59.28359115772011,84.10848716097762,6.7218,0.09706,20.894956389836935,4.082332558736635,32.10317543986249
49021,2024,20.385250017935288,41.55230915899607,3.7269530951843017,41.61310821594486,87.82578362485674,6.6499,0.64211,18.190167849188306,3.7284152189780433,8.447690841003933
49025,2024,25.334224598930483,26.287709473646213,3.2691015095618328,88.82110551723046,90.78289144572285,6.6609,0.08425,22.21503637833468,4.486624296501543,23.712290526353787
49037,2024,40.780534049612896,43.08441768006029,3.7631613929931125,112.97712061345385,46.654223696944555,5.0452,0.14358,12.058710667689947,4.727185325764716,6.915582319939709
49053,2024,22.95693838940528,26.27369502704947,3.2685682495752713,0.015255226742890968,85.89399821943138,7.5572,2.02452,18.784909838880363,-4.182833097410955,23.72630497295053
49055,2024,23.076923076923077,17.92333290271687,2.886103378128009,132.24121914399572,94.52483378959718,6.3705,0.02614,17.884517118037813,4.884627672647493,32.076667097283135
