GEOID,year,candidatevotes,totalvotes,voteshare
36015,2024,15572,37560,41.45899893503727
36017,2000,9112,20250,44.99753086419753
36017,2004,9003,21341,42.18640176186683
36017,2008,10100,20847,48.44821796901233
36017,2012,8642,19314,44.74474474474475
36017,2016,6775,20160,33.6061507936508
36017,2020,8290,22417,36.98086273810055
36017,2024,8177,22540,36.27772848269743
36019,2000,15542,30555,50.8656521027655
36019,2004,17040,33736,50.50984111927911
36019,2008,20216,33314,60.68319625382722
36019,2012,18072,30656,58.9509394572025
36019,2016,15059,32105,46.90546643824949
36019,2020,18364,35637,51.53071246176727
36019,2024,17478,35817,48.79805678867577
36021,2000,13489,28691,47.01474329929246
36021,2004,15238,31103,48.99205864386072
36021,2008,17556,31408,55.89658685685176
36021,2012,15241,29129,52.322427821071784
36021,2016,15284,30902,49.459581904083876
36021,2020,20386,35781,56.9743718733406
36021,2024,20396,35897,56.81811850572471
36023,2000,9691,20723,46.76446460454567
36023,2004,10354,22760,45.4920913884007
36023,2008,11861,21900,54.15981735159817
36023,2012,9965,19624,50.77965756216878
36023,2016,8771,20244,43.326417704011064
36023,2020,10369,21892,47.364334003288874
36023,2024,10290,22063,46.639169650546165
36025,2000,8450,20175,41.883519206939276
36025,2004,8425,21166,39.80440328829255
36025,2008,9462,20389,46.40737652655844
36025,2012,7881,18638,42.2845798905462
36025,2016,6627,19792,33.48322554567502
36025,2020,9143,23074,39.62468579353385
36025,2024,9237,23156,39.89030920711695
36027,2000,52390,111762,46.87639806016356
36027,2004,56533,123881,45.63492383819956
36027,2008,71060,132254,53.7299438958368
36027,2012,62063,123705,50.17016288751465
36027,2016,62261,130934,47.55143812913376
36027,2020,81443,151889,53.62007781998697
36027,2024,79994,152659,52.4004480574352
36029,2000,240176,424654,56.55804490243822
36029,2004,240563,445138,54.042341925425376
36029,2008,256299,441985,57.98816701924273
36029,2012,227325,414195,54.883569333285045
36029,2016,215456,423625,50.86007671879611
36029,2020,267174,476787,56.03634327278218
36029,2024,248651,456550,54.46303800240937
36031,2000,7927,17932,44.20588891367388
36031,2004,8474,19082,44.40834294099151
36031,2008,10390,18591,55.88725727502555
36031,2012,9368,16717,56.038762935933484
36031,2016,7762,17218,45.08072946916018
36031,2020,9947,19470,51.088854648176685
36031,2024,9629,19236,50.057184445830735
36033,2000,8870,17447,50.8396859058864
36033,2004,9286,18316,50.69884254203975
36033,2008,10571,17496,60.419524462734344
36033,2012,9532,15934,59.821764779716325
36033,2016,7297,16952,43.04506842850401
36033,2020,9253,19420,47.646755921730175
36033,2024,8821,19458,45.333538904306714
36035,2000,9314,21671,42.97909648839463
36035,2004,8919,22215,40.14854827819041
36035,2008,9695,21805,44.46227929373997
36035,2012,8331,19799,42.07788272134956
36035,2016,6496,21214,30.62128782879231
36035,2020,7931,24072,32.94699235626454
36035,2024,7666,23953,32.00434183609569
36037,2000,10191,26069,39.09240860792512
36037,2004,9970,27580,36.149383611312544
36037,2008,10762,26866,40.05806595697164
36037,2012,9092,24746,36.74129152186212
36037,2016,7650,26432,28.942191283292978
36037,2020,9625,29431,32.70361183785804
36037,2024,9367,28444,32.93137392771762
36039,2000,8480,21094,40.20100502512563
36039,2004,8607,22398,38.42753817305117
36039,2008,9850,22315,44.14071252520726
36039,2012,8384,20472,40.95349745994529
36039,2016,7405,22050,33.58276643990929
36039,2020,10346,25320,40.8609794628752
36039,2024,10436,25310,41.23271434215725
36041,2000,1114,3682,30.255296034763717
36041,2004,1120,3692,30.335861321776814
36041,2008,1225,3411,35.913221929053066
36041,2012,1092,3122,34.97757847533632
36041,2016,949,3225,29.426356589147286
36041,2020,1178,3489,33.76325594726283
36041,2024,1211,3439,35.21372492003489
36043,2000,12224,27705,44.12199963905432
36043,2004,11383,28310,40.20840692334864
36043,2008,12094,27184,44.489405532666275
36043,2012,10826,25040,43.23482428115016
36043,2016,8083,26255,30.786516853932582
36043,2020,9937,29560,33.61637347767253
36043,2024,9110,28725,31.714534377719755
36045,2000,16799,36418,46.128288209127355
36045,2004,16342,38800,42.118556701030926
36045,2008,18166,38847,46.762941797307384
36045,2012,16231,35708,45.45480004480788
36045,2016,13809,38236,36.11517941207239
36045,2020,17307,44129,39.21910761630674
36045,2024,16326,42843,38.106575169806035
36047,2000,497468,617105,80.61318576255256
36047,2004,494165,687780,71.84928320102358
36047,2008,603525,759671,79.4455757821478
36047,2012,580225,730534,79.42477694398892
36047,2016,640553,805605,79.51204374352196
36047,2020,703310,920380,76.4151763402073
36047,2024,601265,847934,70.90941040222471
36049,2000,4333,10923,39.66858921541701
36049,2004,4417,11397,38.75581293322804
36049,2008,4986,11129,44.80186899092461
36049,2012,4530,10522,43.052651587150734
36049,2016,3146,11325,27.779249448123622
36049,2020,3824,13036,29.334151580239336
36049,2024,3600,12966,27.76492364645997
36051,2000,10476,27223,38.48216581567057
36051,2004,11107,29948,37.08761853880059
36051,2008,13655,30127,45.32479171507286
36051,2012,11100,26770,41.46432573776615
36051,2016,10697,30031,35.61985947853884
36051,2020,12477,31656,39.41432903714935
36051,2024,12148,31035,39.14290317383599
36053,2000,12017,28366,42.364097863639564
36053,2004,12665,30287,41.81662099250503
36053,2008,14692,29778,49.33843777285244
36053,2012,13231,28094,47.09546522389122
36053,2016,11667,30064,38.80721128259712
36053,2020,14807,34266,43.21193019319442
36053,2024,14629,33814,43.26314544271603
36055,2000,161743,317762,50.90067408941283
36055,2004,168088,342981,49.00796254019902
36055,2008,207225,355725,58.254269449715366
36055,2012,185916,333813,55.6946553908925
36055,2016,188592,347790,54.22582592944018
36055,2020,225746,383499,58.864821029520286
36055,2024,214757,362715,59.20819376094178
36057,2000,10249,20809,49.25272718535249
36057,2004,9175,21221,43.23547429433109
36057,2008,9080,20175,45.006195786864936
36057,2012,8106,18186,44.57274826789838
36057,2016,6595,19054,34.61215492809909
36057,2020,7977,21246,37.545890991245415
36057,2024,7356,20712,35.515643105446124
36059,2000,341610,589707,57.92876801530251
36059,2004,317283,618343,51.311812375979024
36059,2008,342067,635414,53.83372100709144
36059,2012,294661,568151,51.86314905720486
36059,2016,326088,636967,51.19386090645198
36059,2020,396504,738369,53.69997927865335
36059,2024,338424,712299,47.51150850976907
36061,2000,449300,563232,79.77174592352708
36061,2004,509841,641747,79.4457940590295
36061,2008,572126,667271,85.74117562429657
36061,2012,486172,597227,81.40489294690295
36061,2016,579013,668939,86.55692073567246
36061,2020,603040,701405,85.97600530364055
36061,2024,533782,654372,81.57164426350761
36063,2000,47781,93257,51.2358321627331
36063,2004,45644,96580,47.26030234002899
36063,2008,47303,95207,49.684371947440845
36063,2012,41837,89013,47.000999853953914
36063,2016,35559,92402,38.48293326984265
36063,2020,46029,104866,43.89315888848626
36063,2024,43438,102431,42.40708379299235
36065,2000,43933,95996,45.76544856035668
36065,2004,39658,95369,41.58374314504713
36065,2008,43506,94313,46.129377710389875
36065,2012,39031,86700,45.01845444059977
36065,2016,33743,91009,37.076552868397634
36065,2020,41567,101696,40.87378067967275
36065,2024,39415,100258,39.31357098685392
36067,2000,109896,203629,53.96873726237422
36067,2004,112618,214589,52.480788856837954
36067,2008,129317,218194,59.26698259347186
36067,2012,117470,204717,57.381653697543435
36067,2016,112337,208440,53.894166186912294
36067,2020,138894,235686,58.93179908861791
36067,2024,133155,228381,58.303886925795055
36069,2000,19761,45948,43.0073126142596
36069,2004,20503,50102,40.92251806315117
36069,2008,25103,51020,49.20227361818895
36069,2012,22065,47853,46.10996175788352
36069,2016,22233,52258,42.544682153928584
36069,2020,29025,60085,48.30656569859366
36069,2024,29520,59987,49.2106623101672
36071,2000,58170,126549,45.96638456250148
36071,2004,61642,144673,42.60781210039192
36071,2008,78326,151918,51.55807738385182
36071,2012,70742,140628,50.30434906277556
36071,2016,68278,152021,44.91353168312273
36071,2020,84684,173305,48.864141253858804
36071,2024,80253,175660,45.68655356939542
36073,2000,5991,15843,37.81480780155274
36073,2004,5734,16573,34.59844325107102
36073,2008,6614,16574,39.90587667430916
36073,2012,5505,14706,37.43370053039576
36073,2016,4470,16380,27.28937728937729
36073,2020,5587,18314,30.50671617341924
36073,2024,5366,18071,29.69398483758508
36075,2000,22857,48473,47.15408577971242
36075,2004,23261,51607,45.07334276357858
36075,2008,24777,49255,50.303522485026896
36075,2012,22178,44591,49.73649391132739
36075,2016,17095,48180,35.48152760481528
36075,2020,21143,54852,38.54554072777656
36075,2024,20483,54163,37.81732917305172
36077,2000,11460,25358,45.19283855193627
36077,2004,12402,26652,46.5330932012607
36077,2008,13570,26101,51.99034519750201
36077,2012,11530,24139,47.76502754877998
36077,2016,10451,25668,40.71606669783388
36077,2020,12975,28223,45.97314247245154
36077,2024,13031,28436,45.82571388380926
36079,2000,18525,42547,43.540085082379484
36079,2004,18892,46563,40.57298713570861
36079,2008,21613,47213,45.777645987334
36079,2012,18539,44345,41.806291577404444
36079,2016,19366,48563,39.878096493215
36079,2020,24953,55318,45.108283018185766
36079,2024,23956,55765,42.958845153770284
36081,2000,416967,555930,75.00350763585344
36081,2004,422609,605062,69.8455695449392
36081,2008,447906,597598,74.95105405305908
36081,2012,461391,595073,77.53519316117519
36081,2016,517220,686393,75.35333256603724
36081,2020,569038,794498,71.62233259240426
36081,2024,437282,712191,61.399540291859914
36083,2000,34808,68436,50.86211935238764
36083,2004,34741,72514,47.90936922525306
36083,2008,39753,73986,53.73043548779499
36083,2012,35373,67990,52.02676864244742
36083,2016,32717,71562,45.718398032475335
36083,2020,40969,79962,51.23558690377929
36083,2024,39668,78736,50.38102011786222
36085,2000,73828,142121,51.94728435628795
36085,2004,66255,160126,41.376790777262904
36085,2008,79311,166480,47.639956751561755
36085,2012,75557,154169,49.009204185017744
36085,2016,74143,180960,40.97203801945181
36085,2020,90997,217899,41.76109114773358
36085,2024,69345,199620,34.73850315599639
36087,2000,69530,122580,56.72214064284549
36087,2004,62391,131231,47.542882398213834
36087,2008,69543,132136,52.629866198462196
36087,2012,63908,124442,51.35565162887128
36087,2016,69342,135087,51.33136423193941
36087,2020,75802,151381,50.07365521432676
36087,2024,65880,150072,43.89892851431313
36089,2000,21386,39779,53.762035244727116
36089,2004,22173,41755,53.102622440426295
36089,2008,23706,41242,57.48023859172689
36089,2012,20488,37191,55.088596703503534
36089,2016,16488,39158,42.10633842382144
36089,2020,19361,45267,42.77067179181302
36089,2024,18010,44026,40.90764548221505
36091,2000,43359,95057,45.61368442092639
36091,2004,47367,106873,44.32082939563781
36091,2008,56645,111255,50.91456563749944
36091,2012,50998,105510,48.33475499952611
36091,2016,50913,114094,44.6237313092713
36091,2020,68471,133556,51.26763305280182
36091,2024,66321,130812,50.69947711219154
36093,2000,35534,66946,53.078600663221096
36093,2004,34762,69469,50.039586002389555
36093,2008,38611,69778,55.33405944567056
36093,2012,35330,64933,54.4099302357815
36093,2016,33747,67280,50.1590368608799
36093,2020,42465,75381,56.33382417320014
36093,2024,39733,72165,55.05854638675258
36095,2000,5390,13548,39.784470032477124
36095,2004,5455,14557,37.47338050422477
36095,2008,6009,14381,41.78429872748766
36095,2012,5119,13207,38.75974861815703
36095,2016,4240,14050,30.177935943060497
36095,2020,5345,15810,33.80771663504111
36095,2024,5547,16042,34.5779827951627
36097,2000,3301,8153,40.48816386606157
36097,2004,3290,8590,38.30034924330617
36097,2008,3933,8600,45.73255813953489
36097,2012,3444,8146,42.27841885588018
36097,2016,3091,8772,35.237118103055174
36097,2020,3903,9799,39.83059495866925
36097,2024,3736,9486,39.38435589289479
36099,2000,6841,14333,47.72901695388265
36099,2004,6771,15325,44.182707993474715
36099,2008,7422,14725,50.40407470288625
36099,2012,6715,13266,50.6181215136439
36099,2016,5697,13980,40.75107296137339
36099,2020,6914,15718,43.98778470543326
36099,2024,6610,15034,43.96700811493947
36101,2000,14600,40563,35.99339299361487
36101,2004,14090,42284,33.32229684987229
36101,2008,17148,41891,40.93480699911676
36101,2012,15015,38531,38.96862266746256
36101,2016,12526,42002,29.822389410028094
36101,2020,15790,46516,33.94530914094075
36101,2024,15413,45344,33.99126676076217
36103,2000,306306,573866,53.37587520431599
36103,2004,307011,638712,48.06720399804607
36103,2008,346379,659027,52.559151597734235
36103,2012,287519,586258,49.04308342061004
36103,2016,303951,681254,44.616398582613826
36103,2020,368000,757877,48.556691917026114
36103,2024,341812,762849,44.80729475951335
36105,2000,14348,28524,50.30150049081475
36105,2004,14447,30966,46.65439514306013
36105,2008,16850,31153,54.08788880685649
36105,2012,14612,28415,51.423543902868204
36105,2016,12568,29955,41.956267734935736
36105,2020,15489,35132,44.08801093020608
36105,2024,14549,35062,41.495065883292455
36107,2000,9170,22454,40.8390487218313
36107,2004,9415,23902,39.390009204250696
36107,2008,10172,23090,44.05370290168904
36107,2012,8544,21601,39.55372436461275
36107,2016,7526,22299,33.750392394277775
36107,2020,9634,25170,38.27572506952722
36107,2024,9437,24559,38.42583167067063
36109,2000,21807,40060,54.435846230654015
36109,2004,25659,42402,60.513655016272814
36109,2008,29826,42485,70.20360127103685
36109,2012,24872,39670,62.69725233173683
36109,2016,28890,42678,67.69295655841418
36109,2020,33619,46048,73.00859972202919
36109,2024,34631,46532,74.42405226510789
36111,2000,38162,78225,48.78491530840524
36111,2004,45530,87712,51.908518788763224
36111,2008,52539,86461,60.766125767687164
36111,2012,43837,78315,55.97522824490838
36111,2016,42101,81355,51.74973879909041
36111,2020,57970,98160,59.056642216788916
36111,2024,57974,98534,58.83654373109789
36113,2000,12193,28621,42.60158624785996
36113,2004,13054,31059,42.02968543739335
36113,2008,16281,32206,50.552692044960565
36113,2012,14276,29578,48.265602812901484
36113,2016,13091,31408,41.680463576158935
36113,2020,17642,36394,48.47502335549816
36113,2024,17099,35829,47.72391079851517
36115,2000,9641,23555,40.92973890893653
36115,2004,10295,25103,41.01103453770465
36115,2008,12741,25716,49.545030331311246
36115,2012,10993,23095,47.599047412859925
36115,2016,9098,24528,37.092302674494455
36115,2020,11565,28256,40.92936013590034
36115,2024,11224,28586,39.26397537256
36117,2000,14977,38329,39.0748519397845
36117,2004,15093,41200,36.633495145631066
36117,2008,18184,41002,44.34905614360275
36117,2012,15732,37547,41.89948597757478
36117,2016,13473,39687,33.9481442285887
36117,2020,17456,45031,38.76440674202216
36117,2024,17056,44443,38.37724726053597
36119,2000,218010,371775,58.64030663707888
36119,2004,224992,395770,56.849180079339014
36119,2008,261810,412847,63.415744815876096
36119,2012,234778,388447,60.440163008080894
36119,2016,272926,420655,64.8811971805874
36119,2020,312371,462265,67.57401057834792
36119,2024,287434,457838,62.780721565269815
36121,2000,5935,17627,33.66993816304532
36121,2004,5894,18164,32.44879982382735
36121,2008,6379,17658,36.12526899988674
36121,2012,5357,16335,32.794612794612796
36121,2016,3904,17298,22.569083130997804
36121,2020,5073,19483,26.038084483909046
36121,2024,4929,19041,25.886245470300928
36123,2000,3962,10052,39.4150417827298
36123,2004,4062,10711,37.92362991317337
36123,2008,4890,10264,47.64224473889322
36123,2012,4259,9442,45.10696886252912
36123,2016,3659,10066,36.35008940989469
36123,2020,4219,10788,39.10826844642195
36123,2024,4401,10542,41.747296528173024
37001,2000,17459,47091,37.07502495168929
37001,2004,20686,54175,38.18366405168436
37001,2008,28918,64353,44.93652199586655
37001,2012,28875,67776,42.60357648725213
37001,2016,29833,71157,41.92560113551724
37001,2020,38825,344364,11.274407313191855
37001,2024,40624,359324,11.305673987821576
37003,2000,4166,13492,30.877557070856803
37003,2004,4618,15600,29.602564102564106
37003,2008,5167,17254,29.946679030949348
37003,2012,4611,17196,26.81437543614794
37003,2016,3767,18271,20.61737179136336
37003,2020,4145,80944,5.120824273571852
37003,2024,4060,82708,4.908835904628331
37005,2000,1715,4313,39.76350568050081
37005,2004,1922,4827,39.8176921483323
37005,2008,2021,5263,38.400152004560134
37005,2012,1583,5067,31.241365699625025
37005,2016,1306,5315,24.571966133584194
37005,2020,1486,24304,6.114219881500987
37005,2024,1533,25984,5.899784482758621
37007,2000,4792,7985,60.01252348152787
37007,2004,5413,9225,58.677506775067755
37007,2008,6456,10733,60.150936364483364
37007,2012,7019,11256,62.35785358919688
37007,2016,5859,10545,55.56187766714083
37007,2020,5789,44776,12.928801143469714
37007,2024,5253,43500,12.075862068965519
37009,2000,4011,10316,38.881349360217136
37009,2004,4477,11823,37.86686966083058
37009,2008,4872,13069,37.27905731119443
37009,2012,4116,12610,32.64076130055511
37009,2016,3500,13424,26.072705601907032
37009,2020,4164,63256,6.582774756544834
37009,2024,4431,65012,6.815664800344552
37011,2000,1686,6694,25.18673438900508
37011,2004,1805,7524,23.98989898989899
37011,2008,2178,7943,27.420370137227746
37011,2012,1882,7759,24.255703054517337
37011,2016,1689,8249,20.475209116256515
37011,2020,2191,37832,5.791393529287376
37011,2024,2220,37956,5.848877647802719
37013,2000,6634,17313,38.31802691619014
37013,2004,7025,19522,35.98504251613564
37013,2008,9454,23010,41.086484137331595
37013,2012,9435,23620,39.94496189669771
37013,2016,8764,23938,36.61124571810511
37013,2020,9633,105260,9.151624548736462
37013,2024,9049,106288,8.513660996537709
37015,2000,4660,7176,64.9386845039019
37015,2004,4938,8032,61.47908366533864
37015,2008,6365,9763,65.19512444945201
37015,2012,6695,10123,66.13652079423096
37015,2016,5778,9347,61.816625655290466
37015,2020,5939,39260,15.127356087620988
37015,2024,5279,36744,14.366971478336598
37017,2000,5889,10908,53.98789878987898
37017,2004,6109,12313,49.61422886380248
37017,2008,7853,15480,50.729974160206716
37017,2012,8062,15957,50.52328131854359
37017,2016,7058,15897,44.39831414732339
37017,2020,7326,68500,10.694890510948905
37017,2024,6620,67056,9.872345502266763
37019,2000,13118,28839,45.48701411283332
37019,2004,14903,37977,39.242172894120124
37019,2008,21331,52608,40.54706508515815
37019,2012,22038,57362,38.419162511767375
37019,2016,23282,68351,34.062413132214594
37019,2020,33310,360700,9.234821181036873
37019,2024,40557,437512,9.26991716798625
37021,2000,38545,85476,45.09452945856147
37021,2004,51868,105013,49.39198004056641
37021,2008,69716,123795,56.31568318591219
37021,2012,70625,127696,55.30713569728104
37021,2016,75452,138947,54.30271974205992
37021,2020,96515,646276,14.93402199679394
37021,2024,98662,642040,15.36695532988599
37023,2000,11924,30658,38.89360036532064
37023,2004,11728,30762,38.124959365450884
37023,2008,14901,37443,39.79649066581204
37023,2012,13701,36544,37.49179071803853
37023,2016,11251,38920,28.908016443987666
37023,2020,13118,178408,7.352809291063181
37023,2024,13272,183388,7.2371147512378124
37025,2000,16284,49381,32.97624592454588
37025,2004,19803,60824,32.557871892673944
37025,2008,31546,77994,40.446701028284224
37025,2012,32849,83566,39.309049134815595
37025,2016,35521,93289,38.0763005284653
37025,2020,52162,468908,11.12414375527822
37025,2024,54494,480808,11.33383803930051
37027,2000,8588,26115,32.88531495309209
37027,2004,9999,31348,31.89677172387393
37027,2008,12081,35155,34.36495519840705
37027,2012,10898,34732,31.377404122998964
37027,2016,8425,36320,23.1965859030837
37027,2020,10245,171316,5.980176982885428
37027,2024,10146,174160,5.825677537896187
37029,2000,1187,2831,41.928647121158605
37029,2004,1339,3830,34.960835509138384
37029,2008,1597,4821,33.12590748807301
37029,2012,1508,4704,32.0578231292517
37029,2016,1274,5006,25.449460647223333
37029,2020,1537,23812,6.454728708214345
37029,2024,1522,25216,6.035850253807107
37031,2000,8839,26461,33.40387740448207
37031,2004,7732,25575,30.232649071358747
37031,2008,11130,34597,32.17041940052606
37031,2012,10301,35517,29.003012641833486
37031,2016,9939,37781,26.30687382546783
37031,2020,12093,170780,7.081039934418549
37031,2024,12813,183268,6.991400571840146
37033,2000,4091,8422,48.575160294466876
37033,2004,4539,9437,48.09791247218396
37033,2008,5545,10862,51.04953047320936
37033,2012,5348,11039,48.44641724793913
37033,2016,4792,11070,43.288166214995485
37033,2020,4860,48204,10.082150858849888
37033,2024,4493,48160,9.329318936877076
37035,2000,16246,50841,31.954524891327868
37035,2004,18858,58688,32.13263358778626
37035,2008,25656,69451,36.941152755179914
37035,2012,24069,69601,34.581399692533154
37035,2016,21216,72351,29.323713563046816
37035,2020,25689,333700,7.6982319448606535
37035,2024,26569,348436,7.625216682547153
37037,2000,10461,20931,49.97850078830443
37037,2004,12897,25922,49.753105470256926
37037,2008,17862,32880,54.32481751824818
37037,2012,18361,35434,51.81746345318056
37037,2016,21065,39849,52.862054254811916
37037,2020,26787,194396,13.779604518611494
37037,2024,29014,209204,13.868759679547235
37039,2000,3239,9674,33.48149679553442
37039,2004,3635,11199,32.45825520135727
37039,2008,3785,12586,30.07309709200699
37039,2012,3378,12867,26.253205875495457
37039,2016,2860,14181,20.16783019533178
37039,2020,3583,65692,5.4542410034707425
37039,2024,3686,71296,5.169995511669659
37041,2000,2430,4890,49.693251533742334
37041,2004,2406,5386,44.67137021908652
37041,2008,3688,7512,49.094781682641106
37041,2012,3556,7505,47.381745502998
37041,2016,2992,7228,41.39457664637521
37041,2020,3247,31136,10.42844295991778
37041,2024,2895,30208,9.58355402542373
37043,2000,1361,3852,35.33229491173417
37043,2004,1628,4866,33.456637895602135
37043,2008,1734,5543,31.2826988995129
37043,2012,1579,5642,27.986529599432824
37043,2016,1367,6010,22.745424292845257
37043,2020,1699,27572,6.162048454954301
37043,2024,1899,30912,6.143245341614907
37045,2000,13455,32746,41.08898796799609
37045,2004,14215,37079,38.337064106367485
37045,2008,17363,43835,39.609900764229494
37045,2012,17062,43340,39.36778957083526
37045,2016,14964,44673,33.49674299912699
37045,2020,16955,205232,8.261382240586263
37045,2024,16603,206824,8.027598344486133
37047,2000,9986,18425,54.19810040705563
37047,2004,10343,21191,48.80845642017837
37047,2008,11076,24282,45.614035087719294
37047,2012,11050,24243,45.58016747102256
37047,2016,9063,23732,38.188943199056126
37047,2020,9446,105784,8.92951675111548
37047,2024,8648,105608,8.18877357775926
37049,2000,12213,31985,38.18352352665312
37049,2004,14019,37756,37.13052230109122
37049,2008,19352,44598,43.39208036234809
37049,2012,18763,46170,40.638943036603855
37049,2016,17630,47001,37.509840216165614
37049,2020,21148,212260,9.963252614717799
37049,2024,22011,224692,9.796076406814661
37051,2000,38626,77151,50.06545605371285
37051,2004,45788,95226,48.083506605338876
37051,2008,74693,127575,58.548304918675285
37051,2012,75792,127641,59.379039650269114
37051,2016,71605,127506,56.15814157765124
37051,2020,84469,588600,14.350832483860007
37051,2024,78631,562052,13.989986691622839
37053,2000,2595,6739,38.50719691348865
37053,2004,2909,8976,32.40864527629233
37053,2008,3737,11102,33.66060169338858
37053,2012,3562,11304,31.51096956829441
37053,2016,2913,12669,22.993132843949798
37053,2020,4195,64588,6.495014553787081
37053,2024,4604,72212,6.375671633523513
37055,2000,5589,13002,42.98569450853715
37055,2004,6136,15548,39.46488294314381
37055,2008,8074,18048,44.73625886524823
37055,2012,7393,17974,41.13163458328697
37055,2016,7222,19609,36.830027028405325
37055,2020,9936,96928,10.250907890392869
37055,2024,10074,100784,9.995634227655183
37057,2000,16199,52047,31.123791957269393
37057,2004,17191,59496,28.894379454080948
37057,2008,22433,68581,32.710225864306445
37057,2012,20624,70935,29.074504828363995
37057,2016,18109,74856,24.19178155391685
37057,2020,22636,354056,6.393338906839596
37057,2024,24150,373808,6.4605358900826095
37059,2000,3651,13998,26.082297471067296
37059,2004,4233,16680,25.377697841726622
37059,2008,6178,20368,30.331893165750195
37059,2012,5735,20670,27.745524915336233
37059,2016,5270,21756,24.223202794631366
37059,2020,6713,101244,6.630516376279089
37059,2024,6988,107400,6.506517690875232
37061,2000,6475,14390,44.99652536483669
37061,2004,6923,16583,41.74757281553398
37061,2008,8958,19904,45.00602893890675
37061,2012,9033,20592,43.866550116550115
37061,2016,8283,20856,39.71518987341772
37061,2020,8767,90860,9.648910411622277
37061,2024,8057,91592,8.796619792121582
37063,2000,53907,84604,63.716845539218006
37063,2004,74524,109651,67.96472444391752
37063,2008,103456,136897,75.57214548163948
37063,2012,111224,146735,75.79922990424916
37063,2016,121250,156134,77.6576530416181
37063,2020,144688,719656,20.10516135486955
37063,2024,144450,723648,19.961362430352878
37065,2000,11315,18202,62.16349851664652
37065,2004,12877,21079,61.08923573224536
37065,2008,17403,25930,67.11531045121481
37065,2012,18310,26972,67.88521429630728
37065,2016,16224,24886,65.19328136301536
37065,2020,16089,101908,15.787769360599757
37065,2024,14900,97792,15.236420157068062
37067,2000,52457,120942,43.3736832531296
37067,2004,63340,139125,45.52740341419587
37067,2008,91085,166133,54.8265546279186
37067,2012,92323,174069,53.03816302730526
37067,2016,94464,178312,52.97680470187088
37067,2020,113033,805080,14.039971182988026
37067,2024,114145,818904,13.938752283539952
37069,2000,7454,16051,46.4394741760638
37069,2004,9286,20918,44.39238932976384
37069,2008,13085,26639,49.119711700889674
37069,2012,13436,28389,47.328190496318996
37069,2016,12874,30368,42.393308746048476
37069,2020,15879,149404,10.628229498540868
37069,2024,18167,170668,10.644643401223428
37071,2000,19281,59179,32.58081414015106
37071,2004,20254,63755,31.768488745980704
37071,2008,31384,84402,37.183952986896045
37071,2012,33171,90483,36.659925068797456
37071,2016,31177,96431,32.33088944426585
37071,2020,40959,461992,8.865737934856014
37071,2024,44062,477024,9.236851814583751
37073,2000,1944,3446,56.41323273360418
37073,2004,2121,4053,52.331606217616574
37073,2008,2830,5420,52.2140221402214
37073,2012,2786,5396,51.63083765752409
37073,2016,2385,5392,44.23219584569733
37073,2020,2546,23884,10.6598559705242
37073,2024,2268,23472,9.662576687116564
37075,2000,1006,3361,29.931567985718537
37075,2004,1272,3987,31.903686982693756
37075,2008,1265,4171,30.328458403260612
37075,2012,1119,3947,28.350646060298963
37075,2016,768,4168,18.426103646833013
37075,2020,905,18660,4.84994640943194
37075,2024,839,19116,4.388993513287299
37077,2000,7733,15194,50.895090167171254
37077,2004,9057,18601,48.690930595129295
37077,2008,13074,24725,52.87765419615773
37077,2012,13598,26275,51.75261655566128
37077,2016,12909,27353,47.194092055716006
37077,2020,14565,126392,11.523672384328123
37077,2024,14365,128416,11.186300772489409
37079,2000,2478,5870,42.21465076660988
37079,2004,2665,6472,41.17737948084054
37079,2008,3796,8103,46.846846846846844
37079,2012,3778,8236,45.87178241864983
37079,2016,3605,8095,44.53366275478691
37079,2020,3832,35012,10.944818919227693
37079,2024,3437,33800,10.168639053254438
37081,2000,80787,166264,48.58959245537218
37081,2004,100042,199314,50.19316254753805
37081,2008,142101,241771,58.7750391899773
37081,2012,146365,253852,57.65761152167405
37081,2016,149248,257405,57.98177968570929
37081,2020,173086,1137944,15.210414572246087
37081,2024,171118,1140212,15.007559997614479
37083,2000,10222,16970,60.23571007660578
37083,2004,11528,19647,58.67562477731969
37083,2008,16047,25091,63.95520306085848
37083,2012,17176,26079,65.8614210667587
37083,2016,15748,25167,62.57400564230937
37083,2020,15545,103036,15.086959897511548
37083,2024,14014,95860,14.619236386396828
37085,2000,9155,24167,37.88223610708818
37085,2004,11563,32571,35.50090571367167
37085,2008,16785,40705,41.235720427465914
37085,2012,17331,43415,39.91938270183116
37085,2016,16737,46065,36.33344187561055
37085,2020,22093,233172,9.474979843205872
37085,2024,23472,255028,9.203695280518218
37087,2000,9793,22273,43.96803304449333
37087,2004,11237,25932,43.33256208545426
37087,2008,12730,28067,45.35575586988278
37087,2012,11833,27974,42.29999285050404
37087,2016,10473,30727,34.08403033163016
37087,2020,13144,146168,8.992392315691532
37087,2024,13913,151404,9.18932128609548
37089,2000,12562,38607,32.53814075167716
37089,2004,15003,43234,34.701855021510845
37089,2008,20082,51614,38.90804820397567
37089,2012,18642,52392,35.58176820888686
37089,2016,19827,58176,34.08106435643564
37089,2020,27211,273484,9.949759400915594
37089,2024,29361,279896,10.489967702289421
37091,2000,5484,7897,69.44409269342788
37091,2004,5141,8132,63.219380226266594
37091,2008,7513,10650,70.54460093896714
37091,2012,7843,10918,71.83550100751054
